codigo,denominacion,grupo_generico,clase
67220261,"ANALIZADOR DE GASES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220263,"ANALIZADOR DE PROTEINAS/NITROGENO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220266,"APARATO CARBONATADOR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220272,"APARATO DE HOPE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220274,"APARATO PARA BATIR Y MEZCLAR MIEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220275,"APLICADOR DE ULV","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220277,"ARCA PARA RECOCIDO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220283,"ARMADORA PARA PORCELANA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220295,"ASPIRADOR MULTIPLE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220306,"ASPIRADOR PARA SECOS Y HUMEDOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220307,"ASPIRADORA BARREDORA DE EVIDENCIAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220308,"ASPIRADORA EN ACERO PARA PISCINA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220309,"ATORNILLADORA ELECTRICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220310,"ATURDIDOR ELECTRICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220312,"ATURDIDOR NEUMATICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220315,"AUTOCLAVE FRONTERA PARA LABORATORIO DE BIOSEGURIDAD","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220318,AVIOMAP,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220407,AVIOPLAN,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220429,"BANCO DE PRUEBAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220440,"BANCO HIDRAULICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220451,"BARRERA HIDRAULICA PARA VEHICULOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220473,"BARRERA VEHICULAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220484,"BATIDORA DE LABORATORIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220496,"BINOCULAR (OTROS)","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220540,"BOMBA AUTOCEBANTE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220585,"BOMBA CONTRA INCENDIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220629,"BOMBA DE MANO PARA RECARGA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220674,"BOMBA DE TURBINA VERTICAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220696,"BIORREACTOR FERMENTADOR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220764,"BOMBA DE VACIO O DE ALTA PRESION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220853,"BOMBA FUMIGADORA TIPO MOCHILA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220896,"BIORREACTOR MULTIFUNCIONAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220942,"BOMBA HIDRAULICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67220986,"BOMBA HIDRAULICA MANUAL/DE PIE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221008,"BOMBA NEUMATICA MANUAL/DE PIE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221031,"BOMBA PARA AGUA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221098,"BOLSA DE LEVANTAMIENTO PARA RESCATE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221120,"BOMBA PARA ARENAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221209,"BOMBA PARA LODO Y LIQUIDOS VIZCOSOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221299,"BOMBA PARA PRODUCTOS ALIMENTICIOS Y QUIMICOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221388,"BOMBA PARA SENTINA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221477,"BOMBA PERISTALTICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221566,"BOMBA SUMERGIBLE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221650,"COMPRESOR DE AIRE RESPIRABLE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221655,"BOMBA TIPO RELOJ PARA TRASEGAR COMBUSTIBLE O ACEITE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221689,"CABINA DE PINTADO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221700,"BOMBA (OTRAS)","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221723,"CAJA DE LUZ - CAJA VISUALIZADORA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221745,"CALADORA ELECTRICA MANUAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221759,"CALENTADOR DE INDUCCION PORTATIL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221774,"CALIBRADOR DE DILUCION DE GAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221803,"CALIBRADOR DIGITAL DE FLUJO DE AIRE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221834,"CALIBRADORES EN GENERAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221878,"CAMARA DE BUSQUEDA CON SISTEMA DE COMUNICACION INTEGRADO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67221923,"CAMARA DE IONIZACION NUCLEAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222012,"CAMARA FOTOGRAMETRICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222101,"CAMARA GAMMA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222191,"CAMARA METRICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222213,"CAMARA PARA GENERACION DE MICROCLIMAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222235,"CAMARA PARA SECAR FIDEOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222257,"CAMARA TERMICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222280,"CAMARA TERRESTRE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222291,CARDADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222302,"CARGADORES - ELEVADORES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222313,"CARRETILLA HIDRAULICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222324,"CARRO PORTA RUEDA - PORTA NEUMATICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222369,CATALEJO,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222398,"CENTRAL DE OXIGENO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222427,"CENTRAL DE VACIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222434,"CENTRIFUGA EXTRACTORA DE MIEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222438,"CENTRO DE TRABAJO PORTAHERRAMIENTAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222442,"CEPILLADORA ELECTRICA PORTATIL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222458,"CHANCADORA PARA MINERALES DE LABORATORIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222547,CICLOERGOMETRO,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222591,"CILINDRO SECADOR DE PAPEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222613,"CIRCULINA MAGNETICA CON CONECTOR AL ENCENDEDOR DEL VEHICULO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222636,CIZALLA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222680,"CLASIFICADOR ESPIRAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222703,"CLIPIADORA MANUAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222708,"COAGULADOR DE MEDIOS DE CULTIVO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222711,"COCHE PORTA BANDEJAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222714,"COCINADOR DE PESCADO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222717,"COCINILLA CALEFACTORA MULTIUSOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222718,"COMBINADA HIDRAULICA PARA RESCATE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222720,"COMPARADOR ILUMINADO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222726,"COMPRESORA DE AIRE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222815,"COMPRESORA DE ANILLOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222904,"COMPRESORA PARA SECADO DE AIRE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67222993,"COMPRESORA RECIPROCANTE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223007,"COMPROBADOR DE ARMADURA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223021,"COMPROBADOR DE CHISPA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223028,"COMPROBADOR DE INYECTORES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223035,"COMPROBADOR DE PERDIDA DE CILINDROS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223049,"COMPROBADOR DE PUESTA A PUNTO AUDIOVISUAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223063,"COMPROBADOR DE PVC","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223068,"COLLAR ELECTRICO PARA ADIESTRAMIENTO DE PERROS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223072,"CORTA BOTELLAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223077,"CORTADOR HIDRAULICO PARA RESCATE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223082,"CORTADORA PENDULAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223093,"CUÑA DE POTENCIA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223104,"DEPURADOR NEUTRALIZADOR DE VAPORES ACIDOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223127,"DESCREMADORA DE LECHE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223172,DESENGRASADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223194,DESINTEGRADOR,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223216,"DESINTEGRADOR DE PULPA DE PAPEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223261,"DESIONIZADOR ELECTRICO - DESMINERALIZADOR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223305,DESPICADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223350,"DESTILADOR ELECTRICO DE AGUA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223394,"DESTRUCTOR ULTRASONICO DE ALGAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223439,"DETECTOR (OTROS)","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223444,"DETECTOR DE MOVIMIENTO TORACCICO PRODUCIDO POR RESPIRACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223450,"DETECTOR DE MURCIELAGOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223461,"DETECTOR DE NARCOTICOS EXPLOSIVOS Y OTRAS SUSTANCIAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223472,"DETECTOR DE TELEFONOS CELULARES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223477,"DETECTOR DE VICTIMAS INALAMBRICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223483,"DIVISORA DE SUELA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223528,ELECTROBOMBA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223539,"ELEVADOR DE LABORATORIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223550,"ELEVADOR PARA PROYECTOR/TELEVISOR Y OTROS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223573,"ELIMINADOR DE REVESTIMIENTO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223618,"EMISOR DE RADIACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223707,"EMPALMADOR - PEGADOR DE CINTAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223729,"ENCORCHADORA MANUAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223740,"ENFRIADOR DE LECHE MATERNA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223751,"ENFRIADOR DE PLACAS - INTERCAMBIADOR DE CALOR A PLACAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223752,"EQUIPO ENFRIADOR DE PELLETS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223796,"ENGRAPADOR INDUSTRIAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223818,"ENGRAPADORA DE TENAZA NEUMATICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223841,"ENGRASADORA METALICA PORTATIL (MAYOR A 1/4 UIT)","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223885,ENMICADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223907,"ENROLLADOR DE FIBRA - FIBROSAMPLER","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223918,"ENROLLADOR MANUAL DE METAL PARA MANTA TERMICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223929,"ENROLLADORA DE FLEJES LAMINADOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223951,"ENSANCHADOR DE ANILLOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67223974,"EPLIRRADIADORA ELECTRICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224064,"EQUIPO ACELERADOR DE NEUTRONES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224153,"EQUIPO ALFA NUCLEAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224242,"EQUIPO DE AIRE AUTOCONTENIDO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224264,"EQUIPO DE ABRASION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224286,"EQUIPO DE ASPIRACION PARA SOLDADURA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224331,"EQUIPO DE BAÑO MARIA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224420,"EQUIPO DE CARBURO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224464,"EQUIPO DE CIANURACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224509,"EQUIPO DE CROMATOGRAFIA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224520,"EQUIPO DE DESCARGA EN ORIFICIOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224531,"EQUIPO DE ELECTROLISIS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224554,"EQUIPO DE ENCARRILAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224556,"EQUIPO DE ENGRASE CON CARRETE DE PARED","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224559,"EQUIPO DE EVALUACION VOCACIONAL MOVIL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224565,"EQUIPO DE EXTRACCION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224570,"EQUIPO DE FERMENTACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224573,"EQUIPO DE FILTRACION POR MEMBRANA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224576,"EQUIPO DE IMPACTO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224580,"SISTEMA DE EXTRACCION DE COMPUESTOS VOLATILES ACOPABLE A MUFLA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224581,"EQUIPO DE LAVADO EN CALIENTE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224582,"EQUIPO PARA USO PERICIAL DE DOCUMENTOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224587,"EQUIPO DE PERDIDAS DE CARGA EN TUBERIAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224599,"EQUIPO DE RAYOS INFRARROJOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224688,"EQUIPO DE RAYOS ULTRAVIOLETA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224777,"EQUIPO DE RAYOS X","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224821,"EQUIPO DE REHABILITACION COGNITIVA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224866,"EQUIPO DE SISTEMA BIOTRON","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224955,"EQUIPO DE SOLDADURA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224966,"EQUIPO DE TRASIEGO DE GLP","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224977,"EQUIPO DE TRATAMIENTO DE AGUA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67224999,"EQUIPO DE ULTRAFILTRACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225022,"EQUIPO DE VACIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225045,"EQUIPO DETECTOR DE EXPLOSIVOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225089,"EQUIPO FORMATIVO DE PAPEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225134,"EQUIPO GAMMA PARA PERFILAJE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225223,"EQUIPO GAMMA PARA RADIOGRAFIA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225312,"EQUIPO HIDRONEUMATICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225334,"EQUIPO IDENTIFICADOR DE INSTANTANEAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225356,"EQUIPO ORDENADOR DE TURNO ELECTRONICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225367,"EQUIPO OXIACETILENO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225372,"EQUIPO PARA DETERMINAR NITROGENO ORGANICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225374,"EQUIPO PARA ESTAMPAR","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225376,"EQUIPO PARA FILTRADO DE MIEL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225378,"EQUIPO PARA PROBAR HERMITICIDAD DE CULATAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225379,"EQUIPO PARA PLANCHAR PIELES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225389,"EQUIPO PARA REPRODUCCIONES FOTOGRAFICAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225395,"EQUIPO ULTRASONIDO PARA PORCELANA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225398,"EQUIPO ULTRASONIDO PORTATIL PARA ENSAYOS NO DESTRUCTIVOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225401,"ESCALERA TELESCOPICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225491,"ESMERIL ELECTRICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225513,"ESPANTA PLAGA ELECTRICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225535,"ESPATULA TERMOELECTRICA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225546,ESQUILADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225551,"ESTACION PARA SOLDAR - ESTACION DE SOLDADURA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225557,"ESTEREO MICROSCOPIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225580,"ESTEREO SIMPLEX","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225669,ESTEREOSCOPIO,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225698,"ESTUFA DE SECADO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225712,"ESTUFA DE VACIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225727,"ESTUFA ELECTRICA PARA LABORATORIO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225758,"ESTUFA INFRARROJA A KEROSENE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225847,"EXCITACON PARA MOVIMIENTO DE BARRAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225891,"EXPRIMIDORA DE CITRICOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225936,"EXTRACTOR (OTROS)","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225958,"EXTRACTOR DE NUCLEOS DE CONCRETO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225980,"FAJA LAVADORA Y TRANSPORTADORA DE FRUTAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225985,"FILTRO DE JUGOS INDUSTRIAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67225991,FLEJADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226003,FOTOMICROSCOPIO,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226026,FOTORESTITUIDOR,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226115,FRAGUA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226204,"FUENTE POLAR CARGA MAXIMA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226293,"FUENTE RADIOACTIVA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226337,"GATA HIDRAULICA DE ALUMINIO PARA RESCATE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226382,"GATAS EN GENERAL","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226404,"GENERADOR DE AIRE CERO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226427,"GENERADOR DE HIDROGENO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226472,"GENERADOR EOLICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226561,"GRUA DE CABALLETE","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226566,"HORNO DE HIBRIDACION","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226567,"HORNO ELECTRICO DE PRUEBAS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226569,"IDENTIFICADOR DE GASES REFRIGERANTES","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226572,"INFLADOR ELECTRICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226583,"INSTRUMENTOS PARA MEDIR APRENDIZAJE Y MEMORIA","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226605,"INTERCAMBIADOR DE CALOR DE TUBOS","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226650,"INYECTOR ANGIOGRAFICO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226739,"INYECTOR DE BROMURO","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226828,LAMINADORA,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67226918,"LAMPARA TIPO PETROMAX","67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
67227007,LANZALLAMAS,"67: MAQUINARIA, VEHÍCULOS Y OTROS","22: EQUIPO"
